Year,Month,Day,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,States,Proxy Information,Firewall Logs,IPS Alerts,Log Source,Source IP Address,Destination IP Address
2020,June,30,11307,36569,TCP,907,Control,DNS,Unknown,12.1,Unknown,Malware,Known Pattern B,Logged,Medium,Zaina Ganguly,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.1),Segment B,Telangana,107.248.33.137,Log Data,Unknown,Firewall,70.228.121.60,204.219.67.217
2020,July,7,62568,27834,ICMP,1427,Data,HTTP,IoC Detected,3.33,Unknown,Intrusion,Known Pattern A,Ignored,High,Mamooty Upadhyay,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.0),Segment B,Rajasthan,Unknown,Unknown,Unknown,Server,201.86.3.78,13.200.168.199
2020,March,18,16019,14834,UDP,793,Control,HTTP,IoC Detected,18.93,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Kavya Shroff,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/28.0.898.0 Mobile/27T928 Safari/536.1",Segment B,Jharkhand,Unknown,Unknown,Unknown,Server,61.152.211.241,155.90.185.195
2020,March,9,54052,10368,ICMP,686,Control,DNS,Unknown,96.83,Unknown,DDoS,Known Pattern A,Ignored,Low,Ishaan Kumer,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.0),Segment B,Andhra Pradesh,Unknown,Unknown,Unknown,Server,46.229.143.176,218.214.206.217
2023,July,7,40014,9720,UDP,1092,Data,DNS,Unknown,82.75,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Lavanya Sule,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.1.7 (KHTML, like Gecko) Version/5.1 Safari/531.1.7",Segment C,Uttarakhand,138.40.118.172,Log Data,Unknown,Firewall,38.130.51.208,190.9.156.57
2022,December,25,55034,52843,UDP,492,Data,HTTP,Unknown,88.16,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Kabir Tak,Opera/8.73.(Windows CE; as-IN) Presto/2.9.164 Version/12.00,Segment A,Sikkim,Unknown,Unknown,Alert Data,Server,27.57.214.142,46.220.52.17
2021,April,12,31548,18263,UDP,811,Data,FTP,IoC Detected,45.33,Unknown,Malware,Known Pattern B,Blocked,Medium,Urvi Warrior,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.0),Segment C,Andhra Pradesh,Unknown,Unknown,Unknown,Server,86.45.110.141,92.133.40.138
2021,April,20,14156,14806,ICMP,1444,Control,HTTP,IoC Detected,91.08,Unknown,Intrusion,Known Pattern A,Logged,Low,Riya Aggarwal,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.25.5 (KHTML, like Gecko) Version/5.0.3 Safari/534.25.5",Segment A,Himachal Pradesh,Unknown,Unknown,Alert Data,Firewall,29.187.204.185,178.79.44.158
2023,June,6,7828,38216,UDP,423,Control,DNS,Unknown,45.27,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Dharmajan Balakrishnan,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; brx-IN) AppleWebKit/532.30.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6532.30.6",Segment B,Jharkhand,65.202.47.241,Log Data,Unknown,Firewall,168.230.63.34,170.34.138.235
2021,July,11,53318,29162,TCP,744,Data,HTTP,IoC Detected,51.59,Unknown,Malware,Known Pattern B,Ignored,Low,Shalv Bajaj,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/54.0.856.0 Safari/535.1",Segment A,Tamil Nadu,Unknown,Log Data,Alert Data,Firewall,221.187.162.221,174.67.68.203
2020,December,24,15743,33364,TCP,173,Control,HTTP,IoC Detected,73.69,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Vihaan Bava,Opera/8.12.(X11; Linux x86_64; am-ET) Presto/2.9.176 Version/11.00,Segment C,Odisha,Unknown,Log Data,Alert Data,Server,199.219.72.118,159.213.20.78
2023,September,13,27274,28937,ICMP,340,Data,HTTP,Unknown,27.25,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Indrajit Chahal,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/62.0.877.0 Safari/532.1",Segment B,Himachal Pradesh,Unknown,Unknown,Unknown,Server,44.24.112.64,71.28.47.114
2023,January,23,13393,3334,ICMP,1082,Control,FTP,Unknown,81.43,Alert Triggered,Malware,Known Pattern A,Logged,Low,Faiyaz Madan,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/39.0.895.0 Safari/533.0",Segment A,Uttarakhand,33.159.69.159,Log Data,Unknown,Server,107.70.70.221,38.176.49.37
2022,April,5,35332,61817,ICMP,876,Control,DNS,Unknown,89.28,Unknown,Intrusion,Known Pattern A,Blocked,Low,Vanya Barman,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_8) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/36.0.860.0 Safari/536.2",Segment A,Meghalaya,189.22.11.33,Unknown,Unknown,Firewall,118.36.129.69,31.41.38.21
2020,September,30,47821,52974,UDP,1319,Data,DNS,IoC Detected,43.95,Unknown,Intrusion,Known Pattern A,Ignored,Medium,Raunak Varghese,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/30.0.805.0 Mobile/05B962 Safari/535.1",Segment B,Haryana,Unknown,Log Data,Unknown,Firewall,76.111.202.72,42.40.168.103
2023,August,6,4384,31482,TCP,976,Data,DNS,IoC Detected,1.31,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Jiya Keer,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; mn-MN) AppleWebKit/535.29.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.29.7",Segment A,Nagaland,Unknown,Unknown,Alert Data,Firewall,148.126.105.201,125.5.69.191
2022,November,20,27807,53451,UDP,985,Control,HTTP,Unknown,98.14,Alert Triggered,Malware,Known Pattern B,Logged,High,Prisha Loyal,Opera/9.66.(X11; Linux i686; wo-SN) Presto/2.9.180 Version/10.00,Segment A,Uttar Pradesh,Unknown,Unknown,Unknown,Server,130.204.139.35,165.165.89.101
2020,March,17,39737,17067,ICMP,902,Data,FTP,IoC Detected,84.95,Unknown,Malware,Known Pattern A,Logged,Medium,Himmat Warrior,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/30.0.842.0 Safari/534.1",Segment B,Karnataka,Unknown,Unknown,Alert Data,Firewall,100.247.164.6,154.189.148.49
2020,August,8,16224,48472,UDP,889,Control,HTTP,IoC Detected,14.56,Unknown,Malware,Known Pattern B,Blocked,Medium,Armaan Thaker,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; bg-BG) AppleWebKit/531.43.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.43.2",Segment C,Sikkim,94.34.21.82,Log Data,Unknown,Firewall,88.204.79.6,64.153.177.110
2022,March,21,31907,51180,TCP,1492,Data,HTTP,Unknown,31.8,Unknown,Malware,Known Pattern B,Logged,Medium,Yashvi Sundaram,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.28.7 (KHTML, like Gecko) Version/5.0 Safari/534.28.7",Segment B,Manipur,Unknown,Log Data,Unknown,Firewall,149.253.227.55,77.40.158.129
2023,February,13,26586,17971,UDP,787,Control,DNS,IoC Detected,3.7,Alert Triggered,Malware,Known Pattern B,Logged,Low,Reyansh Singhal,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.0),Segment A,Himachal Pradesh,108.175.178.25,Unknown,Unknown,Server,160.148.168.183,214.36.26.162
2022,October,13,25179,13739,ICMP,1070,Control,HTTP,Unknown,97.64,Unknown,Intrusion,Known Pattern B,Logged,Medium,Jayesh Jani,Opera/8.41.(X11; Linux i686; li-NL) Presto/2.9.183 Version/12.00,Segment C,Tamil Nadu,31.73.203.250,Unknown,Unknown,Server,75.160.180.145,149.125.243.212
2021,November,24,47513,9156,UDP,1455,Control,FTP,IoC Detected,58.19,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Jivika Lad,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/3588-09-29 00:44:47 Firefox/6.0,Segment C,Punjab,4.152.115.150,Unknown,Unknown,Firewall,169.21.155.127,171.38.239.42
2021,December,31,12215,50585,TCP,640,Control,HTTP,Unknown,10.44,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Vedika Bawa,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_1 rv:5.0; ne-NP) AppleWebKit/532.19.1 (KHTML, like Gecko) Version/5.0.5 Safari/532.19.1",Segment C,Chhattisgarh,Unknown,Log Data,Alert Data,Server,92.192.73.229,72.77.74.9
2021,October,25,19199,27928,ICMP,1178,Data,HTTP,IoC Detected,5.39,Alert Triggered,Malware,Known Pattern B,Ignored,High,Ira Kapadia,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.0),Segment C,Gujarat,57.192.174.154,Log Data,Alert Data,Server,129.189.216.143,197.202.27.160
2022,April,25,26123,7023,ICMP,158,Data,HTTP,IoC Detected,91.79,Unknown,Intrusion,Known Pattern A,Ignored,Medium,Ivan Balan,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/12.3m4752.0 Mobile/37X129 Safari/534.2",Segment B,Himachal Pradesh,45.57.200.181,Unknown,Unknown,Server,60.223.224.39,218.187.232.192
2022,March,17,22345,60531,ICMP,1409,Data,FTP,IoC Detected,70.26,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Anay Wagle,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/4.1),Segment C,Himachal Pradesh,169.0.178.199,Unknown,Alert Data,Server,172.26.245.135,21.131.246.181
2022,November,3,55305,60529,UDP,866,Control,DNS,Unknown,86.55,Unknown,Malware,Known Pattern A,Ignored,Medium,Miraan Rastogi,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/5356-06-27 08:49:17 Firefox/3.6.8,Segment B,Manipur,120.90.41.194,Log Data,Unknown,Firewall,57.64.88.197,117.180.242.111
2023,March,31,48262,22039,TCP,343,Data,HTTP,IoC Detected,11.11,Unknown,Malware,Known Pattern B,Blocked,Medium,Zeeshan Kota,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_6 rv:3.0; is-IS) AppleWebKit/531.27.6 (KHTML, like Gecko) Version/4.0.5 Safari/531.27.6",Segment C,Chhattisgarh,Unknown,Unknown,Unknown,Firewall,144.98.223.88,121.165.184.11
2020,November,22,22623,16469,ICMP,531,Data,FTP,Unknown,71.02,Unknown,DDoS,Known Pattern B,Ignored,Low,Biju Varkey,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.1),Segment C,Telangana,154.194.95.26,Log Data,Unknown,Server,217.68.188.168,197.49.231.196
2020,April,5,28872,35773,ICMP,1387,Control,DNS,Unknown,51.68,Unknown,Malware,Known Pattern B,Ignored,Medium,Nayantara Tak,Opera/8.19.(Windows NT 5.01; fa-IR) Presto/2.9.186 Version/12.00,Segment C,West Bengal,Unknown,Log Data,Alert Data,Firewall,205.63.22.106,64.111.164.43
2020,December,9,33910,47951,TCP,715,Control,HTTP,Unknown,43.23,Unknown,DDoS,Known Pattern A,Ignored,High,Ryan Kulkarni,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.37.2 (KHTML, like Gecko) Version/5.1 Safari/535.37.2",Segment C,Himachal Pradesh,Unknown,Log Data,Unknown,Firewall,216.215.211.18,183.6.121.71
2022,October,30,42864,48696,ICMP,765,Control,DNS,IoC Detected,47.31,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Arnav Krish,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; wal-ET) AppleWebKit/535.33.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6535.33.7",Segment C,Sikkim,199.194.2.180,Log Data,Alert Data,Server,62.75.113.77,216.196.28.158
2020,October,18,52040,21434,TCP,646,Data,DNS,Unknown,77.67,Unknown,Intrusion,Known Pattern B,Ignored,Low,Jhanvi Wable,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/17.4p9123.0 Mobile/12W876 Safari/533.1",Segment C,Haryana,69.20.130.97,Unknown,Unknown,Server,59.130.224.255,74.58.58.46
2023,July,7,48973,47133,TCP,1142,Control,HTTP,IoC Detected,20.66,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Prerak Kadakia,Opera/8.32.(Windows NT 5.01; bho-IN) Presto/2.9.190 Version/11.00,Segment A,Nagaland,71.203.202.3,Unknown,Unknown,Server,174.146.252.123,107.24.14.107
2023,July,10,8137,20031,ICMP,1005,Control,FTP,IoC Detected,90.92,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Sara Chaudhuri,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_1; rv:1.9.5.20) Gecko/9425-09-03 04:26:45 Firefox/3.8,Segment C,Andhra Pradesh,146.150.74.88,Unknown,Alert Data,Firewall,43.21.38.240,41.177.63.177
2022,June,18,55509,5152,ICMP,984,Data,FTP,Unknown,64.89,Unknown,DDoS,Known Pattern A,Logged,Low,Lagan Manne,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/45.0.887.0 Mobile/60A322 Safari/531.0",Segment B,Sikkim,Unknown,Unknown,Unknown,Server,140.199.137.100,117.235.111.116
2023,August,11,41801,19629,UDP,512,Data,HTTP,IoC Detected,77.07,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Samarth Devi,Opera/8.58.(X11; Linux i686; ia-FR) Presto/2.9.173 Version/10.00,Segment A,Madhya Pradesh,179.208.214.250,Unknown,Unknown,Server,144.25.158.239,109.197.80.147
2021,October,3,62889,50054,UDP,1191,Data,DNS,IoC Detected,53.38,Unknown,Intrusion,Known Pattern A,Logged,Low,Rasha Dugar,Mozilla/5.0 (Windows NT 6.2; uk-UA; rv:1.9.1.20) Gecko/7850-03-24 23:58:00 Firefox/3.6.13,Segment B,Himachal Pradesh,Unknown,Log Data,Alert Data,Server,206.106.57.176,81.164.233.152
2023,June,28,45613,2799,ICMP,527,Control,DNS,Unknown,22.74,Unknown,DDoS,Known Pattern A,Logged,High,Seher Rajagopalan,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/48.0.898.0 Mobile/38F011 Safari/534.2",Segment A,Odisha,Unknown,Log Data,Unknown,Firewall,123.171.184.232,110.132.126.21
2021,January,4,59752,42693,TCP,1388,Control,FTP,Unknown,81.87,Unknown,Malware,Known Pattern B,Blocked,High,Shayak Tank,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4 rv:5.0; ru-RU) AppleWebKit/531.39.5 (KHTML, like Gecko) Version/4.0.3 Safari/531.39.5",Segment B,Jharkhand,Unknown,Unknown,Unknown,Firewall,164.100.122.239,98.123.107.77
2023,August,19,51523,35455,TCP,425,Control,DNS,Unknown,98.62,Unknown,DDoS,Known Pattern A,Logged,High,Tanya Char,Mozilla/5.0 (Android 4.3.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Segment A,Maharashtra,Unknown,Unknown,Alert Data,Firewall,90.212.23.56,68.159.228.93
2023,August,11,13158,15042,UDP,491,Control,FTP,Unknown,14.41,Unknown,DDoS,Known Pattern B,Blocked,High,Nirvaan Sant,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/29.0.868.0 Safari/534.0",Segment C,Madhya Pradesh,Unknown,Unknown,Unknown,Firewall,24.22.149.26,146.21.102.253
2023,March,13,18221,25776,ICMP,668,Control,HTTP,IoC Detected,41.28,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Neysa Karnik,Mozilla/5.0 (Android 4.0.3; Mobile; rv:66.0) Gecko/66.0 Firefox/66.0,Segment A,Telangana,Unknown,Log Data,Alert Data,Server,194.234.162.202,147.51.254.72
2021,January,31,23041,49310,TCP,1127,Data,DNS,Unknown,36.28,Unknown,DDoS,Known Pattern B,Logged,High,Seher Madan,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.0),Segment B,Uttarakhand,53.190.254.195,Unknown,Alert Data,Firewall,123.137.242.84,218.199.100.246
2020,October,8,62891,50690,TCP,1292,Control,FTP,IoC Detected,61.3,Alert Triggered,Malware,Known Pattern A,Ignored,High,Rohan Raman,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ky-KG) AppleWebKit/532.37.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6532.37.5",Segment A,Jharkhand,63.177.185.241,Unknown,Unknown,Firewall,72.133.31.200,105.23.80.132
2020,July,15,2887,60489,UDP,1026,Data,DNS,IoC Detected,36.95,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Abram Baral,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0),Segment B,Uttarakhand,Unknown,Unknown,Alert Data,Firewall,192.71.135.165,9.53.243.2
2020,March,24,40397,45649,TCP,712,Control,FTP,IoC Detected,55.44,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Rati Thaker,Opera/8.95.(X11; Linux x86_64; ik-CA) Presto/2.9.164 Version/12.00,Segment A,Odisha,157.200.212.102,Log Data,Alert Data,Firewall,175.197.78.254,78.172.11.97
2021,December,20,54438,5822,ICMP,1310,Data,HTTP,Unknown,69.73,Unknown,Malware,Known Pattern A,Ignored,Medium,Indrans Sarma,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_5) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/17.0.897.0 Safari/536.1",Segment B,Goa,Unknown,Unknown,Alert Data,Firewall,52.60.84.83,144.62.44.31
2022,August,19,20302,11700,UDP,1409,Data,HTTP,IoC Detected,2.88,Unknown,Intrusion,Known Pattern A,Logged,Medium,Shanaya Hari,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; lij-IT) AppleWebKit/533.41.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.41.2",Segment C,West Bengal,Unknown,Log Data,Alert Data,Server,46.227.63.254,202.242.212.55
2021,December,22,33051,29949,UDP,939,Data,HTTP,IoC Detected,23.53,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Vidur Sahni,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/13.7o5755.0 Mobile/23T003 Safari/531.0",Segment B,Chhattisgarh,26.200.188.79,Log Data,Unknown,Firewall,55.254.137.72,207.157.165.225
2023,June,21,39597,14517,UDP,361,Control,DNS,Unknown,97.16,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Kaira Mani,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.0),Segment B,Madhya Pradesh,164.37.118.99,Unknown,Unknown,Server,158.64.80.181,47.104.175.219
2021,October,20,58860,54145,ICMP,723,Control,FTP,Unknown,32.02,Unknown,Malware,Known Pattern B,Ignored,Medium,Bhamini Maharaj,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; rv:1.9.2.20) Gecko/7234-09-08 11:51:51 Firefox/8.0,Segment A,Arunachal Pradesh,139.112.208.9,Unknown,Unknown,Firewall,205.187.4.102,204.181.156.0
2022,May,29,63422,60576,TCP,1409,Data,DNS,IoC Detected,2.26,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Dhanuk Shankar,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/533.28.1 (KHTML, like Gecko) Version/5.0 Safari/533.28.1",Segment B,Nagaland,190.109.248.37,Log Data,Alert Data,Firewall,73.162.206.250,73.201.71.6
2022,April,26,16307,12755,ICMP,354,Control,HTTP,Unknown,10.59,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Vanya Sabharwal,Opera/9.12.(X11; Linux i686; id-ID) Presto/2.9.176 Version/12.00,Segment C,Tamil Nadu,Unknown,Unknown,Alert Data,Server,139.195.148.49,193.199.239.126
2023,July,25,30570,50212,UDP,876,Control,FTP,IoC Detected,4.38,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Vidur Sinha,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.41.3 (KHTML, like Gecko) Version/4.0.3 Safari/533.41.3",Segment B,Manipur,Unknown,Unknown,Unknown,Server,50.222.101.194,18.182.113.129
2023,August,17,25983,4283,UDP,254,Data,HTTP,Unknown,75.09,Unknown,DDoS,Known Pattern A,Ignored,Low,Adah Sheth,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/4.1),Segment C,Kerala,200.198.111.46,Unknown,Alert Data,Server,215.251.119.225,157.91.254.247
2022,June,7,58743,25449,UDP,1100,Data,FTP,Unknown,28.13,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Tejas Garg,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/13.0.802.0 Mobile/31Q401 Safari/534.0",Segment A,Arunachal Pradesh,Unknown,Log Data,Alert Data,Firewall,194.248.29.212,206.207.199.114
2021,October,24,52181,46157,TCP,574,Data,FTP,Unknown,26.7,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Faiyaz Raj,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/4992-09-28 05:23:51 Firefox/3.8,Segment A,Odisha,Unknown,Unknown,Unknown,Server,51.131.211.140,48.127.124.127
2023,March,31,7193,39284,ICMP,167,Control,DNS,Unknown,98.88,Unknown,Intrusion,Known Pattern A,Logged,Low,Hiran Kalla,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.18.5 (KHTML, like Gecko) Version/4.0.1 Safari/534.18.5",Segment C,West Bengal,Unknown,Log Data,Alert Data,Firewall,36.70.101.165,33.185.161.157
2023,February,2,13042,10486,UDP,814,Control,DNS,IoC Detected,81.92,Unknown,Malware,Known Pattern A,Logged,Low,Reyansh Yogi,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/54.0.870.0 Safari/531.0",Segment C,Odisha,147.233.203.201,Unknown,Unknown,Firewall,63.65.61.99,145.138.218.23
2022,October,20,29637,50534,UDP,121,Data,FTP,Unknown,31.48,Unknown,Malware,Known Pattern A,Ignored,High,Drishya Sekhon,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.40.1 (KHTML, like Gecko) Version/5.1 Safari/534.40.1",Segment A,Punjab,Unknown,Log Data,Unknown,Firewall,196.194.50.241,215.5.7.197
2023,June,11,65102,45442,UDP,863,Control,HTTP,IoC Detected,60.18,Unknown,Malware,Known Pattern B,Ignored,Low,Abram Mannan,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_9; rv:1.9.5.20) Gecko/8742-01-16 23:45:21 Firefox/3.8,Segment C,Uttarakhand,72.64.231.80,Unknown,Alert Data,Server,45.62.161.202,31.226.121.151
2021,January,28,37151,12711,ICMP,187,Data,HTTP,Unknown,70.62,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Zeeshan Bhargava,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/26.0.852.0 Safari/532.2",Segment C,Uttar Pradesh,38.3.249.30,Unknown,Alert Data,Server,46.144.162.187,55.136.160.245
2022,July,28,51862,11423,UDP,1347,Data,DNS,Unknown,81.66,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Devansh Chawla,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2; rv:1.9.2.20) Gecko/6720-07-18 17:32:15 Firefox/3.6.6,Segment B,Goa,193.72.233.156,Unknown,Unknown,Firewall,123.195.89.57,91.194.147.130
2023,September,8,54995,28483,ICMP,709,Control,FTP,Unknown,70.34,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Ritvik Banerjee,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/4.0),Segment C,Chhattisgarh,45.248.219.153,Unknown,Unknown,Firewall,87.204.43.49,116.107.209.186
2021,August,22,42812,8453,ICMP,591,Control,DNS,IoC Detected,1.19,Unknown,Intrusion,Known Pattern A,Logged,Low,Nitya Jayaraman,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0),Segment A,Jharkhand,203.195.190.10,Unknown,Unknown,Firewall,89.77.186.73,206.207.48.46
2021,August,20,16640,37110,TCP,1043,Data,DNS,Unknown,20.86,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Shamik Krishnamurthy,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.1),Segment B,Haryana,Unknown,Unknown,Unknown,Server,175.156.131.104,59.14.235.25
2021,June,3,5626,53262,UDP,226,Control,FTP,Unknown,46.97,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Manikya Dasgupta,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; is-IS) AppleWebKit/531.36.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.36.7",Segment B,Arunachal Pradesh,68.233.131.197,Unknown,Unknown,Firewall,31.216.17.77,5.35.109.169
2021,March,19,49851,27301,ICMP,631,Control,FTP,Unknown,23.82,Unknown,Malware,Known Pattern A,Ignored,High,Kaira Dhaliwal,Opera/9.34.(Windows NT 5.0; sv-FI) Presto/2.9.186 Version/11.00,Segment A,Telangana,Unknown,Log Data,Unknown,Firewall,158.120.65.227,150.9.27.19
2020,March,9,13197,54254,ICMP,609,Control,FTP,IoC Detected,56.0,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Drishya Khalsa,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.0),Segment A,Karnataka,191.144.89.157,Unknown,Unknown,Firewall,124.124.105.74,47.212.142.21
2021,February,8,51264,36338,ICMP,1132,Data,HTTP,IoC Detected,15.8,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Krish Bajwa,"Mozilla/5.0 (Linux; Android 10) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/28.0.892.0 Safari/534.2",Segment A,Manipur,77.239.33.83,Log Data,Alert Data,Server,10.90.47.5,117.97.204.110
2023,January,28,63406,8837,ICMP,941,Data,FTP,IoC Detected,51.0,Unknown,DDoS,Known Pattern B,Logged,High,Nehmat Banik,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5 rv:4.0; yi-US) AppleWebKit/535.33.4 (KHTML, like Gecko) Version/5.1 Safari/535.33.4",Segment C,Karnataka,99.255.106.240,Log Data,Unknown,Firewall,187.197.11.144,152.193.86.107
