Student_ID,Name,Age,Gender,Grade_Level,Math_Score,English_Score,Science_Score,History_Score,Attendance_Rate,Participation_Rate,Parental_Involvement,Study_Hours_Per_Week,Extracurricular_Activities,Scholarship_Status,Household_Income,School_Funding_Level,Technology_Access,Test_Anxiety_Level,Future_Plans
S0869,Student_869,17,Male,Freshman,62,63,83,81,91.22,82.82,Low,15,Arts,Yes,98752,High,Yes,Medium,College
S0870,Student_870,22,Male,Junior,87,86,52,43,81.67,87.45,High,16,None,No,95782,Medium,No,Low,Gap Year
S0871,Student_871,23,Non-Binary,Junior,79,41,78,95,95.76,63.82,High,40,Sports,Yes,42264,High,Yes,Medium,Gap Year
S0872,Student_872,17,Non-Binary,Sophomore,68,85,53,80,89.96,86.53,High,18,Clubs,No,53713,Low,Yes,High,Gap Year
S0873,Student_873,21,Non-Binary,Freshman,68,79,93,49,94.06,77.31,Medium,7,None,No,89404,Medium,No,Medium,Gap Year
S0874,Student_874,22,Non-Binary,Freshman,57,69,98,56,79.95,83.75,Low,8,Clubs,Yes,24643,High,Yes,High,College
S0875,Student_875,15,Male,Freshman,100,59,100,62,89.7,75.22,Low,10,None,Yes,51527,Medium,Yes,High,Gap Year
S0876,Student_876,15,Female,Senior,80,53,85,98,91.49,94.27,Low,12,None,Yes,44699,Medium,Yes,Low,College
S0877,Student_877,15,Male,Junior,96,54,50,70,92.95,79.44,Medium,34,None,Yes,50364,Medium,Yes,High,College
S0878,Student_878,18,Non-Binary,Junior,100,82,83,59,85.36,60.32,High,14,Arts,Yes,22017,High,Yes,High,College
S0879,Student_879,24,Non-Binary,Freshman,96,81,91,52,85.12,72.71,Medium,34,Sports,Yes,40758,High,No,Low,Job
S0880,Student_880,16,Female,Freshman,84,56,42,86,91.9,78.17,High,6,None,No,91634,Low,No,Low,Gap Year
S0881,Student_881,24,Non-Binary,Freshman,70,88,84,49,97.97,84.75,Medium,25,None,No,23607,Low,Yes,Medium,College
S0882,Student_882,22,Non-Binary,Senior,77,51,41,62,90.06,67.15,Medium,39,Clubs,Yes,76268,Medium,No,Low,Job
S0883,Student_883,18,Male,Sophomore,91,44,56,54,98.94,98.13,Medium,14,Sports,No,24762,Medium,Yes,Low,Undecided
S0884,Student_884,16,Female,Sophomore,73,51,57,44,86.91,60.06,Medium,17,Clubs,No,41162,Medium,Yes,Low,Job
S0885,Student_885,19,Female,Freshman,53,45,90,78,98.25,71.09,High,32,None,Yes,77018,Medium,Yes,Low,College
S0886,Student_886,17,Female,Senior,53,63,95,53,84.96,85.91,Low,14,Sports,Yes,55184,Medium,No,High,Job
S0887,Student_887,18,Female,Sophomore,55,70,91,77,84.85,65.3,High,36,Sports,No,65383,High,No,Low,Job
S0888,Student_888,22,Female,Freshman,77,95,89,62,87.43,93.39,Medium,23,Arts,No,29136,Medium,Yes,High,College
S0889,Student_889,20,Non-Binary,Sophomore,71,57,80,47,93.4,99.3,Low,17,Clubs,No,31258,Low,Yes,Medium,College
S0890,Student_890,21,Female,Freshman,57,71,56,42,95.36,87.93,Medium,25,Arts,No,70098,High,No,Low,Job
S0891,Student_891,19,Female,Sophomore,44,62,100,92,94.54,75.93,Low,16,Arts,No,29158,Low,Yes,High,Job
S0892,Student_892,22,Male,Freshman,42,65,62,95,81.96,63.69,Medium,27,Sports,No,87248,High,No,Medium,Undecided
S0893,Student_893,18,Male,Freshman,93,96,75,62,94.44,82.78,Medium,9,Arts,No,51024,Medium,Yes,Low,Job
S0894,Student_894,22,Female,Junior,82,98,58,75,94.81,76.41,Medium,35,Sports,Yes,27321,Low,No,Medium,Undecided
S0895,Student_895,21,Female,Freshman,93,66,98,73,96.98,83.67,High,37,Clubs,No,76477,High,No,High,Job
S0896,Student_896,24,Male,Senior,91,87,98,41,97.99,83.74,Medium,29,Clubs,Yes,62933,Low,Yes,Medium,Job
S0897,Student_897,18,Female,Junior,60,67,74,69,94.46,72.09,High,10,Clubs,Yes,29264,High,No,High,College
S0898,Student_898,18,Non-Binary,Sophomore,69,64,58,59,96.32,98.06,Low,20,Sports,No,64411,High,No,Medium,Gap Year
S0899,Student_899,16,Non-Binary,Senior,58,99,83,69,99.3,70.72,Medium,24,Sports,Yes,75015,Low,Yes,Medium,Gap Year
S0900,Student_900,23,Female,Freshman,84,83,94,76,93.93,98.36,Medium,10,Arts,No,68346,High,Yes,Medium,Job
S0901,Student_901,22,Male,Junior,76,100,51,51,78.27,60.84,Medium,39,Sports,Yes,79335,Medium,Yes,Low,Job
S0902,Student_902,19,Non-Binary,Senior,94,53,58,85,79.6,65.23,High,31,Arts,No,97706,Low,Yes,High,College
S0903,Student_903,17,Non-Binary,Senior,74,69,68,65,91.39,68.0,Medium,40,Clubs,Yes,99072,High,Yes,Low,Undecided
S0904,Student_904,18,Male,Junior,71,90,43,68,82.88,98.81,High,39,None,Yes,62436,High,Yes,High,Job
S0905,Student_905,20,Female,Sophomore,96,58,55,64,75.46,83.8,Low,35,Arts,Yes,88315,Medium,Yes,Medium,College
S0906,Student_906,17,Non-Binary,Freshman,88,73,81,93,90.13,66.7,Low,29,Arts,Yes,50697,Medium,Yes,Low,Gap Year
S0907,Student_907,17,Female,Senior,79,100,57,55,96.36,96.08,High,11,Clubs,Yes,38082,Low,No,Low,Job
S0908,Student_908,22,Male,Senior,56,58,77,81,91.79,64.31,Medium,26,Clubs,Yes,49388,High,Yes,Medium,Gap Year
S0909,Student_909,18,Female,Senior,66,89,48,48,93.19,84.24,High,7,Arts,No,33529,Low,Yes,Low,Gap Year
S0910,Student_910,25,Non-Binary,Junior,65,67,64,76,92.87,88.58,High,15,Sports,No,99849,Low,Yes,High,Gap Year
S0911,Student_911,24,Non-Binary,Freshman,87,91,100,71,95.53,85.02,Low,8,None,No,92558,Medium,Yes,Medium,Undecided
S0912,Student_912,16,Female,Junior,99,48,57,72,77.95,74.73,Medium,17,None,No,85244,Medium,Yes,Medium,Job
S0913,Student_913,16,Non-Binary,Senior,82,57,56,92,94.17,74.99,High,40,Sports,Yes,98484,Medium,Yes,Medium,Undecided
S0914,Student_914,20,Non-Binary,Junior,96,58,97,66,89.91,89.36,High,11,None,Yes,60921,High,Yes,High,Gap Year
S0915,Student_915,21,Male,Freshman,81,84,96,83,98.34,91.56,Low,12,Clubs,Yes,24449,Low,Yes,Low,Undecided
S0916,Student_916,24,Non-Binary,Sophomore,59,47,86,73,92.73,71.69,High,6,Clubs,No,45323,High,No,High,College
S0917,Student_917,22,Female,Sophomore,77,75,64,92,82.04,67.25,High,32,Clubs,Yes,73346,Medium,Yes,High,Gap Year
S0918,Student_918,24,Non-Binary,Junior,63,85,40,70,76.04,73.6,Low,20,None,Yes,25759,Medium,Yes,Low,Undecided
S0919,Student_919,22,Non-Binary,Freshman,49,41,93,80,84.76,73.95,Low,20,None,Yes,65155,Medium,Yes,High,Gap Year
S0920,Student_920,25,Male,Junior,99,78,93,97,97.38,83.45,Medium,24,Clubs,No,66009,Low,Yes,High,College
S0921,Student_921,20,Female,Senior,58,52,76,99,91.48,87.67,High,20,Arts,Yes,64516,Low,Yes,High,College
S0922,Student_922,23,Male,Senior,76,91,49,80,77.49,75.15,Medium,25,Arts,Yes,88958,High,No,Low,Undecided
S0923,Student_923,15,Female,Freshman,74,63,69,79,93.98,85.59,High,27,Arts,Yes,47204,Low,No,High,Gap Year
S0924,Student_924,22,Female,Sophomore,90,96,66,45,94.16,80.16,Low,13,Arts,Yes,44312,Medium,No,High,College
S0925,Student_925,15,Female,Junior,81,52,95,56,94.21,60.04,Low,6,Sports,No,75302,High,Yes,High,Undecided
S0926,Student_926,23,Male,Junior,72,93,51,69,99.19,87.0,Medium,26,Sports,Yes,93526,Low,No,Low,Job
S0927,Student_927,24,Male,Sophomore,76,96,89,80,95.2,99.76,Medium,19,Sports,No,89620,Low,Yes,High,Undecided
S0928,Student_928,18,Female,Sophomore,66,77,47,80,99.18,86.45,Medium,32,None,Yes,73916,High,Yes,High,Undecided
S0929,Student_929,20,Male,Sophomore,44,85,68,74,96.7,89.24,Medium,7,Sports,Yes,25559,High,No,Medium,Gap Year
S0930,Student_930,15,Non-Binary,Sophomore,74,61,51,80,77.08,98.88,Medium,9,Clubs,Yes,72678,Medium,Yes,High,Undecided
S0931,Student_931,23,Non-Binary,Junior,81,56,93,75,79.73,85.77,Medium,19,Clubs,Yes,60364,High,Yes,Medium,College
S0932,Student_932,15,Non-Binary,Junior,55,74,85,65,87.75,63.5,Low,8,None,No,53481,Medium,No,Low,Job
S0933,Student_933,23,Female,Junior,48,43,49,51,84.81,63.75,Low,8,Sports,No,56365,High,No,Medium,Undecided
S0934,Student_934,20,Female,Senior,43,68,45,73,88.68,94.1,Low,16,Clubs,No,60569,Medium,No,High,Job
S0935,Student_935,16,Male,Junior,57,41,83,46,94.42,86.79,Low,23,Arts,Yes,74081,Medium,No,Low,College
S0936,Student_936,18,Non-Binary,Junior,97,76,66,76,86.25,78.51,Low,7,Clubs,Yes,58281,Medium,Yes,Medium,College
S0937,Student_937,20,Non-Binary,Sophomore,50,75,77,52,82.83,93.74,High,19,Clubs,Yes,40563,High,Yes,Low,Job
S0938,Student_938,21,Non-Binary,Freshman,87,93,83,40,89.29,76.15,Low,7,Sports,No,30935,High,Yes,Medium,Job
S0939,Student_939,16,Female,Junior,41,76,75,87,79.71,68.69,High,7,Arts,Yes,72992,Low,Yes,Low,Undecided
S0940,Student_940,23,Non-Binary,Freshman,80,66,52,82,78.6,63.05,Medium,37,Sports,No,49561,High,Yes,Medium,Undecided
S0941,Student_941,24,Non-Binary,Junior,100,75,93,67,81.25,76.6,High,19,Sports,Yes,36327,Low,Yes,High,Undecided
S0942,Student_942,15,Male,Junior,80,89,60,98,76.89,88.42,Low,19,None,No,64575,High,No,High,College
S0943,Student_943,25,Non-Binary,Freshman,44,95,51,100,79.86,84.74,Low,12,Sports,No,57363,Low,No,Medium,Undecided
S0944,Student_944,17,Non-Binary,Junior,47,63,57,88,79.28,83.58,Low,22,Sports,No,50212,Medium,Yes,High,College
S0945,Student_945,15,Female,Junior,59,90,83,60,87.41,70.96,High,19,Arts,Yes,66019,Low,No,High,Undecided
S0946,Student_946,25,Female,Senior,90,76,63,93,93.69,87.25,Medium,39,Clubs,Yes,37114,High,No,Low,College
S0947,Student_947,18,Male,Sophomore,66,52,68,77,82.27,63.4,High,6,Sports,Yes,92891,Low,No,Low,Gap Year
S0948,Student_948,21,Non-Binary,Freshman,62,95,42,51,84.62,69.55,Medium,22,Sports,No,29676,High,No,Medium,Job
S0949,Student_949,22,Non-Binary,Freshman,58,71,53,81,92.04,94.97,Medium,14,Sports,Yes,56154,Medium,No,High,College
S0950,Student_950,15,Non-Binary,Sophomore,82,97,90,80,92.89,70.55,High,35,Arts,No,66302,Low,Yes,Medium,College
S0951,Student_951,17,Male,Junior,77,66,60,90,93.94,76.61,Medium,28,Arts,Yes,35397,Medium,No,Low,Gap Year
S0952,Student_952,24,Non-Binary,Freshman,100,48,79,75,87.38,89.51,Medium,18,None,Yes,79199,Low,No,Low,Gap Year
S0953,Student_953,19,Female,Freshman,99,42,84,82,93.51,90.19,High,39,None,No,67002,Low,Yes,Low,Undecided
S0954,Student_954,17,Female,Freshman,82,90,78,69,88.25,63.24,High,5,Sports,Yes,40715,Medium,Yes,Medium,College
S0955,Student_955,18,Male,Sophomore,86,52,43,46,88.2,74.55,Low,13,Arts,Yes,39625,Medium,Yes,Medium,College
S0956,Student_956,21,Non-Binary,Freshman,72,52,94,92,93.26,82.74,Medium,33,Arts,No,68593,Medium,Yes,High,Gap Year
S0957,Student_957,20,Male,Senior,90,95,72,84,89.02,82.86,Low,21,Clubs,Yes,85948,Medium,Yes,Medium,Job
S0958,Student_958,19,Female,Junior,90,45,40,85,76.64,73.96,High,33,Clubs,Yes,39401,Low,No,Low,College
S0959,Student_959,17,Non-Binary,Senior,80,67,91,49,98.62,65.73,Low,38,Sports,No,85311,Medium,Yes,Low,College
S0960,Student_960,16,Female,Freshman,73,88,84,77,75.84,83.2,Medium,25,Sports,No,69395,Low,No,Low,College
S0961,Student_961,23,Female,Freshman,56,42,96,78,84.85,93.44,Low,39,Clubs,No,76439,Low,No,Low,Undecided
S0962,Student_962,22,Male,Freshman,41,96,81,84,88.35,78.22,Medium,7,Clubs,Yes,41119,High,No,Low,Undecided
S0963,Student_963,17,Non-Binary,Junior,54,60,98,55,84.75,64.6,Low,36,Clubs,No,30474,High,No,Medium,College
S0964,Student_964,18,Female,Senior,92,91,71,41,81.19,92.9,High,29,Sports,No,95601,Low,Yes,High,Job
S0965,Student_965,21,Female,Junior,44,83,100,41,95.61,79.97,Medium,14,Sports,Yes,68122,Low,No,High,Job
S0966,Student_966,25,Non-Binary,Sophomore,56,68,66,52,93.0,62.9,Medium,40,Sports,Yes,49495,Low,No,High,Job
S0967,Student_967,24,Female,Junior,62,72,92,78,81.12,60.43,Medium,19,Arts,No,44151,Medium,No,Medium,Undecided
S0968,Student_968,21,Female,Sophomore,51,62,85,51,75.83,64.7,Low,38,Clubs,No,57529,High,No,High,College
S0969,Student_969,19,Non-Binary,Senior,84,68,75,68,97.51,77.2,Low,17,Clubs,No,69411,Medium,Yes,Low,Gap Year
S0970,Student_970,15,Male,Freshman,95,71,55,79,85.52,99.17,High,22,Clubs,Yes,72625,Medium,No,Low,Gap Year
S0971,Student_971,20,Non-Binary,Sophomore,74,83,79,80,75.73,68.43,Medium,27,Arts,Yes,28656,High,No,High,Job
S0972,Student_972,16,Male,Sophomore,79,96,56,81,80.58,73.33,High,34,Sports,No,49002,Low,Yes,Low,Job
S0973,Student_973,25,Female,Junior,57,59,72,88,97.68,71.87,Medium,5,Arts,Yes,53108,High,No,Medium,Undecided
S0974,Student_974,15,Female,Senior,86,73,75,42,93.84,84.4,Low,23,None,No,67779,Medium,Yes,High,Gap Year
S0975,Student_975,25,Female,Senior,89,62,45,88,77.12,78.43,Medium,23,Arts,Yes,74581,Medium,No,Low,Undecided
S0976,Student_976,19,Female,Freshman,73,96,52,49,85.65,87.59,Low,13,Sports,No,46469,High,Yes,High,College
S0977,Student_977,18,Male,Senior,95,81,50,82,83.87,66.74,Medium,13,None,No,32203,High,Yes,Low,Job
S0978,Student_978,20,Female,Freshman,78,40,92,53,81.52,79.76,High,32,Sports,No,27090,High,Yes,Medium,Gap Year
S0979,Student_979,19,Female,Freshman,89,43,100,48,91.65,79.8,Medium,5,Clubs,Yes,27701,Medium,No,High,College
S0980,Student_980,25,Female,Junior,41,92,100,76,92.47,99.37,Low,16,Arts,Yes,51022,High,Yes,High,Undecided
S0981,Student_981,17,Female,Senior,85,42,65,75,88.31,98.23,High,33,Clubs,Yes,69986,Medium,Yes,Medium,Gap Year
S0982,Student_982,16,Male,Junior,40,46,70,75,87.31,94.74,Low,16,Sports,No,73606,Medium,No,Medium,Undecided
S0983,Student_983,21,Male,Junior,95,93,78,80,87.86,91.68,Low,20,Arts,No,87932,Medium,Yes,Low,Job
S0984,Student_984,23,Female,Junior,57,98,78,60,94.39,87.24,Low,18,Clubs,No,61713,High,No,High,Undecided
S0985,Student_985,22,Non-Binary,Senior,56,94,69,64,79.13,71.22,High,18,Sports,Yes,44250,Medium,Yes,Low,College
S0986,Student_986,19,Male,Junior,62,79,62,40,82.65,74.31,High,6,None,No,85477,Medium,No,High,Undecided
S0987,Student_987,19,Male,Senior,89,78,64,86,81.85,94.74,Medium,38,Arts,No,57962,High,No,High,College
S0988,Student_988,21,Non-Binary,Junior,44,80,84,76,96.93,95.45,Medium,12,Arts,No,98625,Low,Yes,Medium,Gap Year
S0989,Student_989,22,Non-Binary,Junior,58,43,99,68,94.29,80.39,Low,15,None,Yes,77845,Medium,No,Medium,College
S0990,Student_990,24,Male,Sophomore,42,98,66,64,88.77,86.33,High,8,Clubs,Yes,71978,Low,Yes,Medium,College
S0991,Student_991,23,Male,Senior,83,63,99,46,80.3,65.5,Low,23,None,Yes,39147,Medium,No,Low,Undecided
S0992,Student_992,18,Non-Binary,Junior,80,72,60,44,97.13,92.16,Low,37,Clubs,No,53701,Medium,No,Low,Undecided
S0993,Student_993,15,Non-Binary,Senior,71,76,82,93,84.57,95.54,Low,23,Clubs,Yes,72409,High,No,High,Undecided
S0994,Student_994,24,Non-Binary,Senior,57,41,49,44,87.31,60.81,Medium,32,Arts,No,57704,Medium,No,Medium,Gap Year
S0995,Student_995,17,Female,Freshman,60,82,95,65,86.47,81.81,High,11,Clubs,Yes,77588,High,Yes,Low,Job
S0996,Student_996,21,Male,Junior,73,49,69,79,93.99,71.63,Medium,33,Sports,Yes,72475,Low,No,High,Job
S0997,Student_997,23,Male,Junior,49,42,92,76,86.92,98.09,Medium,24,Clubs,Yes,32162,High,No,Low,Gap Year
S0998,Student_998,20,Non-Binary,Senior,42,83,68,69,99.93,88.9,Medium,34,Clubs,No,77568,High,No,High,Undecided
S0999,Student_999,17,Female,Senior,53,43,55,74,97.68,70.08,Medium,20,Arts,Yes,82560,Low,Yes,High,Job
S1000,Student_1000,16,Female,Sophomore,58,83,42,79,89.19,88.48,Medium,36,Clubs,No,77885,Low,No,Medium,Undecided
